date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:10	6773/6773	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2009:31:25%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fclasscentral%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&blur=200&h=420&ixlib=php-3.3.1&px=16&s=0d0859ee6dce9cd586fcc06d2e5d34ec	C:/My%20Web%20Sites/class6/ccweb.imgix.net/https_/classcentral/images/collections/collection-google-certsa0be.png	(from https://classcentral/)
10:27:10	412036/412036	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:20:38%20GMT	https://classcentral/report/free-certificates/	C:/My%20Web%20Sites/class6/classcentral/report/free-certificates/index.html	(from https://classcentral/)
10:27:10	29596/29596	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2012:10:27%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fclasscentral%2Fimages%2Fcollections%2Fcollection-google-certs.png?auto=format&h=420&ixlib=php-3.3.1&s=ac4c48d612e7961d7335e87451e52ac4	C:/My%20Web%20Sites/class6/ccweb.imgix.net/https_/classcentral/images/collections/collection-google-certsc6f1.png	(from https://classcentral/)
10:27:11	188184/188184	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:18%20GMT	https://classcentral/report/free-google-certifications/	C:/My%20Web%20Sites/class6/classcentral/report/free-google-certifications/index.html	(from https://classcentral/)
10:27:11	836467/836467	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2015:27:09%20GMT	https://classcentral/starting-this-month	C:/My%20Web%20Sites/class6/classcentral/starting-this-month.html	(from https://classcentral/)
10:27:11	378/378	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2015:27:09%20GMT	https://classcentral/new-online-courses	C:/My%20Web%20Sites/class6/classcentral/new-online-courses	(from https://classcentral/)
10:27:13	772398/772398	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2015:27:11%20GMT	https://classcentral/new-online-courses/february-2023	C:/My%20Web%20Sites/class6/classcentral/new-online-courses/february-2023.html	(from https://classcentral/)
10:27:13	486/486	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2015:27:11%20GMT	https://classcentral/most-popular-courses	C:/My%20Web%20Sites/class6/classcentral/most-popular-courses	(from https://classcentral/)
10:27:13	140902/140902	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2014:21:25%20GMT	https://classcentral/report/most-popular-march-2023/	C:/My%20Web%20Sites/class6/classcentral/report/most-popular-march-2023/index.html	(from https://classcentral/)
10:27:15	841808/841808	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2015:27:12%20GMT	https://classcentral/subject/ai	C:/My%20Web%20Sites/class6/classcentral/subject/ai.html	(from https://classcentral/)
